Ano-Calendário;Tipo de Formulário;Faixa de Rendimento;Quantidade de Declarantes;Rendimentos Tributáveis;Rendimentos sujeitos a Tributação Exclusiva;Rendimentos Isentos;Dedução Previdenciária Total;Deduções Previdência Oficial;Deduções Previdenciárias RRA;Deduções Previdência Privada e FAPI;Deduções com Dependentes;Deduções com Instrução;Deduções com despesas Médicas;Dedução de Livro Caixa;Deduções  com Pensão Alimentícia Total;Deduções com Pensão Alimentícia Judicial;Deduções com Pensão Alimentícia Escritural;Deduções com Pensão Alimentícia RRA;Desconto Padrão;Base de Cálculo (RTL);Imposto Devido;Dedução de Incentivo;Imposto Devido 1;Imposto Devido RRA;Imposto Devido Total;Imposto Pago;Imposto a Pagar;Imposto a Restituir;Dívidas   e Ônus;Doações e Heranças Recebidas;Bens e Direitos;Previdência Complementar (VGBL);Valores Pagos com Previdência Complementar (PGBL);Valores Pagos com Previdência Complementar de Natureza Pública;Valores Pagos com FAPI;Despesas com Instrução;Despesas Médicas;Pensão Alimentícia Judicial;Despesas com Pensão Alimentícia Escritural;Despesas com Profissionais Liberais;Despesas com Arrendamento Rural;Outras Despesas;Doações Efetuadas
2018;Simplificado;Até 22.847,76;6816615;116412,7462;23710,53046;196788,2027;0;0;0;0;0;0;0;0;0;0;0;0;23282,53826;93130,20799;0,44768831;0;0,44768831;73,59195654;73,59195654;1252,670711;6,75305274;1193,90858;102590,1624;19490,23206;1412386,981;9491,732227;237,3470777;11,98840294;74,04971303;1246,471308;4699,780676;365,2714136;58,12525499;1059,237185;50,71129977;1932,605032;5764,330589
2018;Simplificado;De 22.847,77 até 33.919,80;4235810;146801,6248;16157,44751;49617,4441;0;0;0;0;0;0;0;0;0;0;0;0;29360,31046;117441,3143;1549,894394;0;1549,894394;27,10710339;1576,788806;7990,086131;336,379119;6774,287893;42269,93629;4553,488137;516286,5242;3199,50567;94,95043454;6,03881242;43,66143201;578,0222594;1948,40968;46,70576696;6,47286824;440,8698049;14,38733516;932,7605965;1411,937327
2018;Simplificado;De 33.919,81 até 45.012,60;2242986;109263,0395;12936,98222;34099,90229;0;0;0;0;0;0;0;0;0;0;0;0;21852,59964;87410,43984;3562,207648;0;3562,207648;29,67625582;3591,562771;5859,976044;765,3744174;3083,343209;31376,45883;3430,931353;356946,2473;2675,691467;103,1646739;6,22094527;46,80915656;625,5579755;2022,760405;36,00003537;5,28199715;373,3374144;13,69877626;901,7706073;1066,689494
2018;Simplificado;De 45.012,61 até 55.976,16;1398473;87644,11499;11045,59235;31666,66813;0;0;0;0;0;0;0;0;0;0;0;0;17528,81782;70115,29718;5101,224816;0;5101,224816;28,88498222;5129,562889;5542,639735;1030,607094;1507,252787;28237,61594;2514,313296;320348,1573;2494,419658;104,8181467;6,7199162;49,474112;616,1105477;1930,59395;32,75940994;4,01234967;319,5923138;12,56061481;801,10413;1039,477865
2018;Simplificado;Acima de 55.976,16;2775039;318453,8247;48981,33077;122600,2094;0;0;0;0;0;0;0;0;0;0;0;0;45163,75143;273290,0733;46206,74625;0;46206,74625;117,8869253;46322,54887;39762,55676;8343,183811;3260,848168;103845,6556;14789,08468;1412121,74;13786,20174;622,9554129;58,33418302;280,4073913;2103,778218;5877,585189;66,39798142;9,05728677;1641,838311;80,50693255;3874,725686;8471,821992
2017;Completo + Simplificado;Até 22.847,76;10947973;192209,6235;58427,33498;363924,4049;5954,073234;5656,944052;10,65993671;286,4692459;6480,259631;2416,321792;10167,74362;1405,700254;2120,937158;1883,752522;229,0879985;8,09663727;23211,63468;140452,9497;3,39423756;0,00021226;3,3940253;188,7249568;191,815241;17777,96644;24,30173653;17618,16502;244539,3187;50594,12734;2686617,525;21184,45821;805,7610515;10,78723708;245,4295724;6585,818232;18242,06921;2932,70388;397,6305377;2173,922718;107,025736;4981,427008;15685,51173
2017;Completo + Simplificado;De 22.847,77 até 33.919,80;6736887;253194,6853;30041,4333;79873,06498;10261,32626;9712,580533;10,16514755;538,580583;9007,483086;4351,958695;10776,39048;1311,331645;1996,446264;1807,098856;186,1949693;3,15243827;28672,81008;186816,9388;2471,501374;0,17894704;2471,322427;52,60948091;2508,158017;5852,944648;442,022335;3812,825298;106535,3134;7007,046655;908224,3662;28083,98419;551,7268765;7,88528944;235,9715609;7959,460308;12697,28646;1851,555135;192,2092609;769,6838789;28,35040086;1909,444469;2943,689058
2017;Completo + Simplificado;De 33.919,81 até 45.012,60;3602619;188275,8016;23515,99835;58399,00457;7899,112539;7308,738164;6,94047356;583,4339021;5039,363627;3163,797045;8209,163969;1063,833746;1462,392724;1317,808754;142,8622907;1,72167932;21076,64623;140361,4917;5720,930113;0,74237027;5720,187742;47,51234218;5718,592938;8317,904189;1009,51582;3661,32445;68484,87743;5009,239526;606479,6562;5124,230131;579,6765069;12,18222463;241,6314308;6418,711163;10235,90568;1353,239402;147,2962153;616,6362842;26,00451891;1653,653728;2063,433043
2017;Completo + Simplificado;De 45.012,61 até 55.976,16;2157260;143704,6529;18953,44439;49965,21333;5782,881374;5220,293292;4,43499614;558,1530856;3003,790399;2272,51457;6161,966734;857,6966807;1128,054502;1012,107468;114,7981511;1,14888372;16441,07707;108056,6716;7849,508635;1,2629778;7848,245657;41,74211047;7851,03173;9346,246544;1367,788847;2928,761315;43576,98559;3917,658813;537204,9461;4286,916132;560,7500703;9,88707201;225,0286152;4912,843563;8026,484366;1043,168033;118,2511572;490,2908502;20,61495554;1409,624664;1928,642052
2017;Completo + Simplificado;Acima de 55.976,16;6158444;973760,3989;166818,1574;331753,4662;53798,49303;40472,78313;32,2819515;13293,42794;10476,49769;9320,661253;40527,35851;13829,0082;8213,704877;7247,856325;960,4344112;5,41414058;42921,02246;794673,6528;154317,2546;165,0789981;154152,1756;570,6831168;154238,7648;146635,8287;17654,27573;11552,73355;431378,6871;39956,68348;4222452,298;44327,51132;11695,3205;264,7750359;3312,481741;28154,16998;47357,13598;7342,617277;974,0020727;3810,500352;183,4894001;13903,57026;25545,82297
2017;Completo;Até 22.847,76;4131566;76151,39665;33975,31801;184914,9869;5954,073234;5656,944052;10,65993671;286,4692459;6480,259631;2416,321792;10167,74362;1405,700254;2120,937158;1883,752522;229,0879985;8,09663727;0;47606,35749;3,10957172;0,00021226;3,10935946;115,3172373;118,4075216;16942,2888;17,53687318;16841,41815;144001,1674;34510,39131;1300952,391;10932,26928;561,599586;0,89368306;176,0172387;5463,173154;14012,68647;2588,528483;343,3676495;1259,810727;64,47181548;3187,108756;10316,75497
2017;Completo;De 22.847,77 até 33.919,80;2600086;109830,5636;14103,75283;34366,61907;10261,32626;9712,580533;10,16514755;538,580583;9007,483086;4351,958695;10776,39048;1311,331645;1996,446264;1807,098856;186,1949693;3,15243827;0;72125,62718;958,3268186;0,17894704;958,1478716;26,72239443;969,1792364;2911,249776;117,3217819;2059,392322;29059,91962;3068,42041;327352,745;2588,574557;451,8965752;2,42907921;190,7023004;7462,6099;10878,55204;1811,791227;186,6368371;344,9152375;11,52818835;1055,369712;1111,016035
2017;Completo;De 33.919,81 até 45.012,60;1440363;82892,53079;10987,23462;26585,08159;7899,112539;7308,738164;6,94047356;583,4339021;5039,363627;3163,797045;8209,163969;1063,833746;1462,392724;1317,808754;142,8622907;1,72167932;0;56054,86714;2280,524487;0,74237027;2279,782117;20,86148225;2251,913844;3905,625997;275,6805962;1929,392749;38741,00258;2047,680215;260852,5108;2106,094447;473,8971214;3,74994759;191,9797012;5833,194422;8304,008289;1320,825444;143,1838102;262,8775209;9,66645014;880,3118324;956,7598701
2017;Completo;De 45.012,61 até 55.976,16;845389;61499,24292;8526,035997;21120,90474;5782,881374;5220,293292;4,43499614;558,1530856;3003,790399;2272,51457;6161,966734;857,6966807;1128,054502;1012,107468;114,7981511;1,14888372;0;42292,33866;3066,682953;1,2629778;3065,419975;17,73900713;3044,239945;4192,023338;391,8971921;1539,680585;18273,3843;1573,338028;242837,5675;1802,196772;451,2330289;3,4156478;172,1358417;4368,230644;6241,210757;1014,75556;115,1050383;204,2683426;9,32072174;656,990963;788,3657475
2017;Completo;Acima de 55.976,16;3521590;670742,4369;119314,2046;214973,2129;53798,49303;40472,78313;32,2819515;13293,42794;10476,49769;9320,661253;40527,35851;13829,0082;8213,704877;7247,856325;960,4344112;5,41414058;0;534576,7133;110298,4429;165,0789981;110133,3639;465,096833;110115,0376;108690,5282;9763,601947;8339,092591;271953,8472;26227,0465;2872944,534;30459,64092;11049,52716;213,8270809;3007,601007;26219,92755;41921,29322;7278,603027;965,8379428;2526,30838;102,2133767;10138,09252;17373,03089
2017;Simplificado;Até 22.847,76;6816407;116058,2269;24452,01697;179009,418;0;0;0;0;0;0;0;0;0;0;0;0;23211,63468;92846,59221;0,28466584;0;0,28466584;73,40771948;73,40771948;835,677639;6,76486335;776,7468719;100538,1514;16083,73603;1385665,134;10252,18894;244,1614655;9,89355402;69,41233378;1122,645078;4229,382742;344,1753969;54,26288819;914,1119914;42,5539205;1794,318253;5368,756759
2017;Simplificado;De 22.847,77 até 33.919,80;4136801;143364,1217;15937,68047;45506,44591;0;0;0;0;0;0;0;0;0;0;0;0;28672,81008;114691,3116;1513,174556;0;1513,174556;25,88708648;1538,97878;2941,694872;324,700553;1753,432976;77475,39378;3938,626244;580871,6212;25495,40963;99,83030122;5,45621023;45,2692605;496,8504083;1818,734413;39,76390767;5,57242384;424,7686414;16,82221251;854,0747568;1832,673024
2017;Simplificado;De 33.919,81 até 45.012,60;2162256;105383,2708;12528,76373;31813,92297;0;0;0;0;0;0;0;0;0;0;0;0;21076,64623;84306,62461;3440,405626;0;3440,405626;26,65085993;3466,679093;4412,278192;733,8352242;1731,931701;29743,87485;2961,559311;345627,1454;3018,135684;105,7793856;8,43227704;49,65172966;585,5167412;1931,897387;32,41395794;4,11240513;353,7587633;16,33806877;773,3418951;1106,673173
2017;Simplificado;De 45.012,61 até 55.976,16;1311871;82205,41002;10427,40839;28844,30859;0;0;0;0;0;0;0;0;0;0;0;0;16441,07707;65764,33295;4782,825682;0;4782,825682;24,00310334;4806,791785;5154,223206;975,8916547;1389,08073;25303,60129;2344,320786;294367,3786;2484,71936;109,5170414;6,47142421;52,89277343;544,6129184;1785,273609;28,41247272;3,14611887;286,0225075;11,2942338;752,6337008;1140,276305
2017;Simplificado;Acima de 55.976,16;2636854;303017,962;47503,95271;116780,2533;0;0;0;0;0;0;0;0;0;0;0;0;42921,02246;260096,9395;44018,8117;0;44018,8117;105,5862838;44123,72724;37945,30048;7890,67378;3213,640957;159424,8399;13729,63698;1349507,763;13867,8704;645,7933408;50,94795494;304,8807344;1934,24243;5435,842765;64,01424994;8,16412987;1284,191973;81,27602347;3765,477744;8172,792085
2016;Completo + Simplificado;Até 22.847,76;11143299;197701,0308;56201,1972;333296,2086;5975,247785;5680,476336;11,72310702;283,0483421;6785,406545;2421,993076;8897,786346;1410,615662;2141,169448;1906,800358;225,1702819;9,19880838;24390,78277;145678,0292;2,90053393;0,00011495;2,90041898;164,4493537;167,3342049;2304,046544;16,4697813;2162,501248;186803,0921;37175,12357;2441909,805;20058,89111;744,7325718;9,09142709;231,4274838;6152,766978;15958,99136;2881,724175;392,6144728;2066,795143;96,6008279;5921,943026;16725,72948
2016;Completo + Simplificado;De 22.847,77 até 33.919,80;6615989;248073,6874;30752,95619;77566,61707;10143,58127;9586,287927;11,96738365;545,3259541;9122,386001;4454,392422;10028,66216;1401,785137;2018,295375;1829,099582;184,5521758;4,64361742;27997,73649;182906,8485;2385,288995;0,18978427;2385,099211;45,85970079;2414,190225;5293,591463;449,5577218;3355,921061;65528,25405;6819,179256;865932,9175;5758,877532;557,3166961;7,25053266;239,8031404;7851,492811;11927,10977;1870,079085;190,358998;718,6658522;28,75543755;1972,131874;2626,612605
2016;Completo + Simplificado;De 33.919,81 até 45.012,60;3439202;179788,3626;22816,89322;56723,40925;7632,34251;7021,094506;7,34749128;603,9005126;5029,296398;3186,717527;7527,159766;1052,971356;1442,129021;1300,103781;139,6743857;2,35085464;19958,47773;133959,2683;5456,033026;0,75673191;5455,276294;43,95624836;5449,732918;7713,858448;989,7438278;3307,38054;53094,1599;4968,607342;659923,1838;4832,21249;623,551112;8,45510423;243,7966144;6227,261247;9436,414078;1334,065279;143,3382354;565,2668995;28,88282373;1736,742946;2071,73421
2016;Completo + Simplificado;De 45.012,61 até 55.976,16;2041474;135776,4992;17521,97579;47704,45133;5415,832798;4835,004106;4,06108213;576,7676093;2935,840585;2226,820132;5552,03792;823,5725963;1116,686765;1001,510127;113,5967226;1,57991552;15561,62099;102144,0874;7403,214835;1,2792144;7401,935621;33,20279869;7396,340873;8761,815713;1316,813062;2749,310741;41868,29784;4173,184125;456875,681;4110,681653;588,7929494;8,03582694;228,8745388;4638,655701;7282,195419;1028,478741;117,1675408;442,6516413;25,74401708;1375,253492;1725,654659
2016;Completo + Simplificado;Acima de 55.976,16;5676493;887995,6843;156583,7375;310270,0765;48286,86523;35725,09023;26,81869696;12534,9563;9857,113987;8796,495249;34814,73795;13024,76342;7719,611008;6812,565693;902,4018097;4,64350599;40317,49407;725178,6034;140237,5789;149,8420554;140087,7368;471,1949022;140105,7931;132421,2129;16513,18624;10455,64444;280942,8508;33273,12132;3862045,168;42078,83286;11131,40408;179,7843412;3119,233646;25076,17553;40984,53768;6896,841645;915,1637091;3524,218789;189,003005;16444,93773;27187,39847
2016;Completo;Até 22.847,76;4067437;75747,06204;32484,72615;161376,3281;5975,247785;5680,476336;11,72310702;283,0483421;6785,406545;2421,993076;8897,786346;1410,615662;2141,169448;1906,800358;225,1702819;9,19880838;0;48114,84318;2,90053393;0,00011495;2,90041898;99,36248022;102,2473314;1469,059527;9,99880527;1376,811001;79558,33251;19198,13875;1177044,741;10485,61825;516,7430709;0,89522611;163,8267748;5130,204542;12130,15269;2561,833111;342,1234565;1209,873481;62,90911471;3956,604269;11780,45774
2016;Completo;De 22.847,77 até 33.919,80;2561272;108084,936;15152,66899;33098,36776;10143,58127;9586,287927;11,96738365;545,3259541;9122,386001;4454,392422;10028,66216;1401,785137;2018,295375;1829,099582;184,5521758;4,64361742;0;70915,8336;934,061494;0,18978427;933,8717098;22,14841645;939,2514401;2754,255556;119,0899673;1934,094083;27027,8922;2824,14045;308825,0632;2482,30742;448,0412579;2,04696384;193,3075888;7398,439968;10123,67982;1832,282943;185,133002;314,570904;15,23831128;1069,476943;1194,471599
2016;Completo;De 33.919,81 até 45.012,60;1391288;79995,93637;10674,66191;25872,96219;7632,34251;7021,094506;7,34749128;603,9005126;5029,296398;3186,717527;7527,159766;1052,971356;1442,129021;1300,103781;139,6743857;2,35085464;0;54125,31979;2200,08664;0,75673191;2199,329908;20,97572807;2170,806012;3739,165627;275,2714796;1843,631095;22741,92701;2056,939573;243144,2058;2124,143048;498,7874459;2,75571741;192,9699724;5674,582326;7612,692684;1302,823974;139,9783064;242,3115269;15,96860587;914,1128764;980,2824407
2016;Completo;De 45.012,61 até 55.976,16;798200;57968,37076;7767,950056;19049,90342;5415,832798;4835,004106;4,06108213;576,7676093;2935,840585;2226,820132;5552,03792;823,5725963;1116,686765;1001,510127;113,5967226;1,57991552;0;39897,57997;2888,300777;1,2792144;2887,021563;16,38534663;2864,609363;3916,546461;381,4287967;1433,365895;16845,11329;1619,041223;179111,6127;1579,192083;466,2230416;2,83152235;173,6727363;4128,191978;5619,896108;1003,632634;113,937941;189,0484081;11,97341404;650,3935228;580,4136122
2016;Completo;Acima de 55.976,16;3199511;603059,7426;110666,948;199170,4285;48286,86523;35725,09023;26,81869696;12534,9563;9857,113987;8796,495249;34814,73795;13024,76342;7719,611008;6812,565693;902,4018097;4,64350599;0;480560,1557;98808,18655;149,8420554;98658,3445;374,2779932;98579,48388;96918,20442;9126,378315;7465,098855;185882,7721;19978,62857;2554783,933;27237,79602;10446,69642;138,4038959;2808,654392;23323,12783;36049,86149;6837,286045;906,4668878;2278,857627;105,8711489;11829,48803;18174,2824
2016;Simplificado;Até 22.847,76;7075862;121953,9688;23716,47105;171919,8805;0;0;0;0;0;0;0;0;0;0;0;0;24390,78277;97563,18604;0;0;0;65,08687347;65,08687347;834,9870171;6,47097603;785,6902469;107244,7596;17976,98482;1264865,064;9573,27286;227,9895009;8,19620098;67,60070904;1022,562437;3828,838662;319,8910645;50,49101625;856,9216625;33,69171319;1965,338757;4945,271738
2016;Simplificado;De 22.847,77 até 33.919,80;4054717;139988,7514;15600,2872;44468,24931;0;0;0;0;0;0;0;0;0;0;0;0;27997,73649;111991,0149;1451,227501;0;1451,227501;23,71128434;1474,938785;2539,335907;330,4677546;1421,826978;38500,36185;3995,038806;557107,8543;3276,570113;109,2754382;5,20356882;46,49555165;453,0528434;1803,42995;37,79614252;5,22599603;404,0949482;13,51712627;902,6549315;1432,141007
2016;Simplificado;De 33.919,81 até 45.012,60;2047914;99792,42621;12142,23131;30850,44705;0;0;0;0;0;0;0;0;0;0;0;0;19958,47773;79833,94848;3255,946386;0;3255,946386;22,98052029;3278,926907;3974,692821;714,4723481;1463,749445;30352,23288;2911,667769;416778,978;2708,069442;124,7636661;5,69938682;50,82664203;552,6789209;1823,721395;31,24130433;3,35992902;322,9553726;12,91421786;822,6300695;1091,451769
2016;Simplificado;De 45.012,61 até 55.976,16;1243274;77808,1284;9754,025738;28654,54791;0;0;0;0;0;0;0;0;0;0;0;0;15561,62099;62246,50741;4514,914058;0;4514,914058;16,81745206;4531,73151;4845,269252;935,3842651;1315,944846;25023,18455;2554,142902;277764,0684;2531,48957;122,5699078;5,20430459;55,20180252;510,463723;1662,299311;24,84610736;3,22959983;253,6032332;13,77060304;724,859969;1145,241046
2016;Simplificado;Acima de 55.976,16;2476982;284935,9417;45916,7895;111099,648;0;0;0;0;0;0;0;0;0;0;0;0;40317,49407;244618,4476;41429,39235;0;41429,39235;96,91690899;41526,30926;35503,00851;7386,807924;2990,545589;95060,07874;13294,49276;1307261,236;14841,03684;684,7076662;41,38044527;310,579253;1753,047694;4934,676194;59,55559955;8,69682129;1245,361161;83,13185607;4615,449698;9013,116064
2015;Completo + Simplificado;Até 22.499,13;10991315;192811,1188;50417,1359;323618,2933;8703,924988;;;;10083,31382;2618,669217;10508,17158;1370,080616;2727,432519;;;;23891,6248;142324,5824;2,745711471;;;;;1778,675742;19,03154162;1677,915001;233230,3514;36951,57781;2127267,481;;;;;;;;;;;;
2015;Completo + Simplificado;De 22.499,14 a 33.477,72;6123411;227161,8993;26197,33954;75042,11793;9771,129203;;;;10390,14248;4505,58211;9131,839431;1402,408746;1915,293061;;;;24913,30448;166656,5694;2161,638577;;;;;4742,823127;432,1913645;2989,222557;63525,19336;6675,080676;687859,3929;;;;;;;;;;;;
2015;Completo + Simplificado;De 33.477,73 a 44.476,74;3250838;168150,9604;20418,22089;57632,39371;7311,868841;;;;6050,193047;3203,164676;6939,338839;1019,381495;1413,862832;;;;18345,97507;124940,8905;5060,959793;;;;;7100,241504;972,5887438;3002,245889;51214,30009;5333,121082;520968,813;;;;;;;;;;;;
2015;Completo + Simplificado;De 44.476,75 a 55.373,55;1924400;126570,1386;15701,96881;46569,58582;4952,518076;;;;3696,499932;2189,456087;5053,159747;815,5145529;1081,500774;;;;14545,60148;95060,10167;6876,280852;;;;;8160,226907;1246,748643;2531,386526;41655,38473;4263,232487;417611,6381;;;;;;;;;;;;
2015;Completo + Simplificado;Acima de 55.373,56;5228880;807996,2535;140214,779;306343,9538;43589,5198;;;;11094,14324;8262,02694;30398,97215;12038,44453;7256,236021;;;;37679,36179;659495,8703;127398,1301;;;;;122366,1414;14505,79399;9623,945774;270511,636;36413,64773;3439683,256;;;;;;;;;;;;
2014;Completo + Simplificado;Até 21.453,24;11265904;200396,8382;43789,91655;294840,2923;7936,671473;;;;7119,157737;2507,837187;9082,047628;1913,826445;2557,335324;;;;25565,95106;149354,4588;102,3834474;;;;;1625,163951;16,88662513;1539,682873;154242,6134;;1886507,507;;;;;;;;;;;;
2014;Completo + Simplificado;De 21.453,25 até 32.151,48;6266023;223347,3348;25188,28322;70579,48393;9651,025167;;;;8827,777159;4588,512636;8875,621225;2055,852894;1921,840929;;;;24244,99586;163181,709;2175,243927;;;;;4571,251458;454,3014396;2850,308971;83529,14361;;642686,9352;;;;;;;;;;;;
2014;Completo + Simplificado;De 32.151,49 a 42.869,16;3243168;161788,1907;18827,9391;56686,5688;6946,281945;;;;4785,02675;3129,731158;6570,387903;1302,114963;1366,04425;;;;17672,43158;120016,1721;4938,012086;;;;;6770,723629;977,6851034;2810,396646;49942,45731;;501075,5732;;;;;;;;;;;;
2014;Completo + Simplificado;De 42.869,17 a 53.565,72;1849868;117859,743;14502,44143;39570,69877;4629,5034;;;;2733,846282;2112,206791;4765,709469;941,8498542;1028,936067;;;;13355,54376;88292,14739;6464,690381;;;;;7542,332954;1239,274048;2316,916622;38245,20674;;371170,7616;;;;;;;;;;;;
2014;Completo + Simplificado;Acima de 53.565,72;4956120;734115,7566;123146,2049;275493,7002;38952,85657;;;;8536,04529;7718,604234;27283,85784;11889,22383;6772,315495;;;;33914,40261;599048,4507;115366,7478;;;;;110366,7452;13623,0499;8623,156309;237938,0364;;3060438,529;;;;;;;;;;;;
2013;Completo + Simplificado;Até R$ 19.645,32;11288770;191935,5914;41563,15769;252062,9978;8548,190028;;;;7063,977984;2456,618537;8346,542873;1923,028275;2555,739851;;;;24386,83493;143088,1123;91,64743265;;;;;1506,523275;10,12916141;1433,751802;158661,1265;;1710056,273;;;;;;;;;;;;
2013;Completo + Simplificado;De R$ 19.645,33 a 29.442,00;5936645;203356,6244;23117,04399;65177,62694;9003,022861;;;;8421,638485;4465,99707;8255,611489;2114,22577;1786,62229;;;;21558,94295;147752,9635;1954,628593;;;;;4148,14254;415,2788365;2638,282376;57581,23705;;574986,3514;;;;;;;;;;;;
2013;Completo + Simplificado;De R$ 29.442,01 a R$ 39.256,56;2996197;143671,2585;16730,09049;51543,57029;6297,637143;;;;4475,927851;2947,487427;5956,076357;1284,944988;1258,086714;;;;15312,02712;106139,2344;4368,900001;;;;;5974,088117;884,4235507;2548,496685;46764,46547;;442691,1082;;;;;;;;;;;;
2013;Completo + Simplificado;De R$ 39.256,57 a R$ 49.051,80;1697756;103914,9733;12851,34078;34738,6901;4176,91555;;;;2562,72927;1975,796677;4302,537096;903,0219133;960,3992466;;;;11480,38115;77553,38112;5678,259949;;;;;6578,36581;1105,935955;2077,225991;32842,91768;;319026,7866;;;;;;;;;;;;
2013;Completo + Simplificado;Maior que R$ 49.051,80;4575048;650326,8542;113099,8159;228648,3766;34337,2127;;;;7860,856697;7098,804983;24158,93089;10865,18556;6383,057809;;;;29647,58277;529978,2633;102138,953;;;;;96595,26538;12147,30998;7805,771645;213048,7028;;2778717,18;;;;;;;;;;;;
2012;Completo + Simplificado;Até R$ 19.645,32;11376866;182191,1124;38259,68729;225119,8052;6511,786739;;;;6607,800165;2188,829636;6800,50808;1790,654513;2278,624628;;;;23390,37564;136774,9707;90,99109873;;;;;1472,774871;10,93632728;1400,944478;137397,5747;;1459010,648;;;;;;;;;;;;
2012;Completo + Simplificado;De R$ 19.645,33 a 29.442,00;5687373;186803,8816;18077,89804;57839,33633;8080,211648;;;;8110,35079;4235,689821;7666,705957;1896,138655;1649,040989;;;;19704,81994;135461,0393;1794,614156;;;;;3795,563483;396,4399109;2425,818757;68791,77726;;509638,0602;;;;;;;;;;;;
2012;Completo + Simplificado;De R$ 29.442,01 a R$ 39.256,56;2871538;131838,5398;14286,52105;46513,772;5674,906839;;;;4336,55621;2823,373571;5494,167914;1153,629123;1131,48306;;;;13979,0359;97245,45048;3991,968995;;;;;5366,85377;820,4221564;2251,341136;38588,77325;;398096,8237;;;;;;;;;;;;
2012;Completo + Simplificado;De R$ 39.256,57 a R$ 49.051,80;1598482;93774,43717;10458,52456;31616,50998;3732,160442;;;;2421,626782;1864,607934;3913,998463;807,8069002;839,3403788;;;;10300,59939;69895,13655;5121,411017;;;;;5796,516115;1025,787206;1768,445192;28087,48919;;282802,5487;;;;;;;;;;;;
2012;Completo + Simplificado;Maior que R$ 49.051,80;4339597;602148,0584;100344,9041;205279,5404;31277,14195;;;;7556,803204;6895,499789;22048,81498;9827,494175;5965,474482;;;;26589,40112;491997,3656;95746,66264;;;;;89660,27538;11505,80593;6528,119561;185148,5135;;2434065,554;;;;;;;;;;;;
2011;Completo + Simplificado;Até R$ 18.799,32;11537137;173812,722;37862,84299;207043,7025;6090,402771;;;;6564,155846;2026,835116;5876,158827;1606,031008;2101,58039;;;;22075,26659;130984,5344;88,15826143;;;;;1426,954905;7,57790161;1352,769576;105541,7861;;1279608,308;;;;;;;;;;;;
2011;Completo + Simplificado;De R$ 18.799,33 a R$ 28.174,20;5362389;168475,6055;17397,16471;52745,70714;7524,671764;;;;7677,482604;3950,517107;7035,766096;1660,300994;1466,031966;;;;17455,43159;121707,3254;1583,633158;;;;;3523,562901;340,5902677;2307,668259;198743,641;;456382,7686;;;;;;;;;;;;
2011;Completo + Simplificado;De R$ 28.174,21 a R$ 37.566,12;2582590;113302,2886;13020,24666;41917,33897;5035,543237;;;;3878,682623;2476,768354;4781,462227;1031,686861;935,8274577;;;;11855,96915;83309,08537;3392,906539;;;;;4650,962193;704,9608183;2016,844051;34614,8161;;344349,5098;;;;;;;;;;;;
2011;Completo + Simplificado;De R$ 37.566,13 a R$ 46.939,56;1418792;79505,13576;9458,202801;27550,30832;3268,152179;;;;2142,156372;1625,493145;3386,603836;733,7169311;718,3543049;;;;8593,418728;59038,25532;4305,279295;;;;;4935,447461;862,9903858;1555,467059;24402,41166;;243009,6317;;;;;;;;;;;;
2011;Completo + Simplificado;Maior que R$ 46.939,56;3997277;534831,8281;105289,8869;191500,0095;28456,24134;;;;6930,1999;6272,304542;19569,73295;8685,323841;5452,588652;;;;22850,29467;436627,1211;85298,79236;;;;;80482,97144;9965,036258;6070,552349;175293,0695;;2121863,763;;;;;;;;;;;;
2010;Completo + Simplificado;Até R$ 17.989,80;11866352;169337,3142;29554,27843;182193,1431;6452,055847;;;;6765,073846;2060,296012;5648,764346;1458,692825;2195,578827;;;;21065,75859;127627,4629;68,07064104;;;;;1376,770814;3,88582789;1319,174004;197530,4997;;1128595,827;;;;;;;;;;;;
2010;Completo + Simplificado;De R$ 17.989,81 a R$ 26.961,00;4971064;150328,6243;14459,37662;45420,15619;7067,505473;;;;7294,442391;3834,382214;6518,375872;1443,964214;1341,688518;;;;14974,16628;107864,9764;1390,770779;;;;;3113,351298;312,695619;2061,31869;109181,1997;;403584,3894;;;;;;;;;;;;
2010;Completo + Simplificado;De R$ 26.961,01 a R$ 35.948,40;2303358;97673,32663;10644,23228;35383,69682;4621,610025;;;;3553,970004;2364,909578;4364,619348;921,5066736;850,2707836;;;;9783,623119;71215,6649;2901,807809;;;;;3985,188327;624,686115;1757,659791;28230,60616;;294193,7851;;;;;;;;;;;;
2010;Completo + Simplificado;De R$35.948,41 a R$ 44.918,28;1264231;68608,29367;7434,957202;22906,00933;3062,733427;;;;1957,255148;1541,977074;3093,186122;688,6304403;659,364166;;;;7130,337586;50476,53914;3684,236183;;;;;4237,746165;768,4854603;1379,302089;20855,8115;;211882,8739;;;;;;;;;;;;
2010;Completo + Simplificado;Maior que R$ 44.918,28;3557978;456656,6699;74947,07885;158455,7808;25855,26535;;;;6199,436629;5662,850978;17244,61089;7586,981079;4780,457875;;;;18893,90504;370441,9386;72156,59831;;;;;68507,08914;8509,338092;5629,697168;133511,3582;;1785368,087;;;;;;;;;;;;
2009;Completo + Simplificado;Até R$ 17.215,08;13469179;181841,8697;25888,35007;161996,027;6995,383911;;;;7778,967276;2273,443322;5786,499718;1375,130719;2110,883411;;;;21624,49004;137286,2697;6,83005129;;;;;1221,550026;0,81233413;1225,965904;96289,99736;;1052564,512;;;;;;;;;;;;
